DRUGID,TARGETID,VALUE
CBP42W,T52921,7.853871964321762
CNCJ68,T52921,8.136677139879543
C6YQM4,T52921,6.638272163982407
C9WF5T,T52921,6.490004907986601
CTA9E8,T52921,6.799998134593398
C35HVO,T52921,6.369999510099088
CF2W0K,T52921,6.679999195735272
CE3LH1,T52921,7.339988778710669
CX3H8P,T52921,7.140021558357979
C85LIH,T52921,8.14002155835798
D02WBU,T52921,7.752026733638194
D03BVN,T52921,7.623423042943488
D0PR2Q,T52921,7.559090917934782
D0SN6V,T52921,7.3325470471100465
D0Y0IE,T52921,8.705533773838408
D0Y4EW,T52921,9.489991487059765
CX48MD,T52638,6.453457336521869
D0K8KX,T56556,7.522878745280337
D0R0FE,T56556,6.045757490560675
D01GFX,T56556,6.982966660701219
D0G7UX,T56556,5.756961951313706
D04RLX,T56556,8.0
C1NZL9,T56556,7.142667503568732
C19VMW,T56556,7.142667503568732
C8OB6U,T56556,7.301029995663981
C64RUF,T56556,7.154901959985743
CYT7E4,T56556,7.886056647693163
CFC30O,T56556,7.958607314841775
C69NQO,T56556,7.236572006437063
CD18KY,T56556,5.6777807052660805
CV91FR,T56556,5.903089986991944
C1IPS5,T56556,7.070581074285707
C4CF5U,T56556,6.29073003902417
C40XDF,T56556,7.853871964321762
C4GZ8Y,T56556,7.3872161432802645
CG0ZK1,T56556,6.045757490560675
C19FNV,T56556,7.920818753952375
CLD92G,T56556,8.327902142064282
C7DW6Y,T56556,6.882728704344236
CMVW98,T56556,5.882728704344236
CB7T2K,T56556,8.920818753952375
CRCA82,T56556,7.6777807052660805
C3ESV6,T56556,4.045757490560675
CKW04J,T56556,5.154901959985743
CJUW92,T56556,5.823908740944319
CP8H2D,T56556,4.236572006437063
C9T7BZ,T56556,4.1249387366083
C9SMO0,T56556,3.9208187539523753
CW4EM8,T56556,3.8239087409443187
C7UV4H,T56556,6.301029995663981
C60EJI,T56556,4.136677139879544
C6O2ZR,T56556,4.522878745280337
C9BNA1,T56556,7.199282921717615
C45VCM,T56556,4.823908740944319
CTX1N3,T56556,7.508638306165727
CE1QO3,T56556,7.376750709602099
C3T8ZF,T56556,7.7447274948966935
CFN89Y,T56556,6.301029995663981
C42SMF,T56556,5.0
C98LPJ,T56556,6.0
C0Z3PN,T56556,4.0
CV5Z9M,T56556,4.0
C1IZT7,T56556,4.0
COV12T,T56556,4.0
C3Y4FW,T56556,4.0
CLF3I8,T56556,4.0
CN6Q3L,T56556,7.910094888560602
CQCF98,T56556,7.530177984021837
C1PR7Z,T56556,8.142667503568731
CA7K8Z,T56556,7.2403321553103694
CD9KH7,T56556,7.8297382846050425
CWR2L5,T56556,9.045757490560675
C4ODQ2,T56556,6.795880017344075
C7T0UM,T56556,7.627087997029894
CUL9E2,T56556,7.412289034981089
CNW68B,T56556,6.429807438904274
CCZ9B3,T56556,7.7447274948966935
CXWG13,T56556,8.455931955649724
C8NC1P,T56556,6.657577319177793
CBDY35,T56556,6.2441251443275085
CH9B2W,T56556,6.2441251443275085
CVN95Y,T56556,6.275724130399211
C2U1VA,T56556,7.0
C3T5OH,T56556,5.777283528852417
CZ3P5R,T56556,7.096910013008056
C7ISD3,T56556,6.301029995663981
CPJ5M2,T56556,5.896196279044043
CZ4SE6,T56556,6.301029995663981
C67ASV,T56556,5.954677021213342
C5Z3GF,T56556,6.221848749616356
CRB93S,T56556,7.159266765388193
CG71EX,T56556,7.552841968657781
C4ZOX6,T56556,6.721246399047171
C0ZQO6,T56556,7.484126156288321
C4U5CZ,T56556,7.267606240177032
CW17YB,T56556,7.229147988357856
C0VD4P,T56556,7.467245621007502
CZT7B9,T56556,7.327902142064283
CH70XJ,T56556,7.603800652904264
C6MRA2,T56556,7.610833915635467
C1JH4L,T56556,6.638272163982407
CN1RD8,T56556,6.709965388637482
C2YB6Q,T56556,7.267606240177032
CSK8X6,T56556,7.809668301829708
CENX80,T56556,7.488116639021126
CY46QV,T56556,7.756961951313706
CQL7T6,T56556,7.769551078621726
CENR59,T56556,6.628932137728264
CVZG56,T56556,7.064996848546345
CT43OU,T56556,7.494850021680094
C3FB6Q,T56556,7.515700160653214
C4S9WG,T56556,7.698970004336019
CCE95J,T56556,7.782516055786094
C9SBA1,T56556,7.045757490560675
CSI51G,T56556,7.7055337738384075
CGB2P5,T56556,6.519274621011513
CTY1H5,T56556,7.318758762624412
CHGX10,T56556,6.709965388637482
CB1FR2,T56556,8.481486060122112
C43AXK,T56556,7.0835460514500745
C70LJV,T56556,6.615288257061717
CFU4W2,T56556,6.816730156317195
CVB23M,T56556,8.443697499232712
CX1W9Z,T56556,9.045757490560675
C7XG4U,T56556,6.954677021213342
C7W1TP,T56556,7.443697499232713
CAX9S0,T56556,8.481486060122112
COB3Z9,T56556,8.769551078621726
C6BW0Q,T56556,7.801342913045578
CUHC90,T56556,5.443697499232713
C05JQB,T56556,5.6020599913279625
C41EMT,T56556,5.886056647693163
CA1VH0,T56556,5.585026652029182
C4NX2Q,T56556,5.585026652029182
C0NW8T,T56556,6.154901959985743
CJK73Q,T56556,6.154901959985743
CFX2C0,T56556,6.522878745280337
CYU3G9,T56556,6.3979400086720375
CGWI98,T56556,7.823908740944319
C1D9TM,T56556,5.853871964321762
C8A9RT,T56556,5.958607314841775
CHKF72,T56556,5.638272163982407
CFS75L,T56556,6.096910013008056
CA57QF,T56556,5.886056647693163
C78PYH,T56556,6.301029995663981
CM1X5R,T56556,5.958607314841775
CSD17I,T56556,5.7447274948966935
C8BRG2,T56556,6.698970004336019
C86WSC,T56556,8.2839966563652
C9E0BT,T56556,8.387216143280265
C9YPJ7,T56556,7.5934598195660445
C0OQ9P,T56556,5.3872161432802645
CK0H3V,T56556,6.3979400086720375
C3VRT8,T56556,5.823908740944319
CNS3X0,T56556,5.886056647693163
CS9IV4,T56556,6.3979400086720375
C5FD4B,T56556,6.096910013008056
C3BY1A,T56556,6.221848749616356
CLAZ45,T56556,5.522878745280337
C62JPR,T56556,5.468521082957745
C6JIC7,T56556,6.154901959985743
CCE46L,T56556,8.4089353929735
CX20OQ,T56556,8.0
C5CT0K,T56556,7.698970004336019
C6QKS0,T56556,6.267606240177032
CA18ZH,T56556,5.361510743045363
CJTO68,T56556,6.468521082957745
CPJC31,T56556,6.42021640338319
C9FZI6,T56556,7.0655015487564325
CMUK36,T56556,6.040958607678906
C8CIP6,T56556,6.443697499232713
C2Z5LD,T56556,6.443697499232713
CXV6P1,T56556,6.259637310505756
CUBF46,T56556,6.552841968657781
C9Q4YF,T56556,6.200659450546418
C48WKX,T56556,5.978810700930062
C4HTR0,T56556,6.585026652029182
COU58A,T56556,6.935542010773082
CF73VM,T56556,7.070581074285707
CKCE38,T56556,7.142667503568732
CB0ZJ4,T56556,7.795880017344075
C54LGH,T56556,7.795880017344075
C51AGO,T56556,8.096910013008056
C15FLS,T56556,6.1700533040583645
CJ57LP,T56556,6.85078088734462
CI5Z8K,T56556,7.327902142064283
CTNP09,T56556,8.397940008672037
C8DL5H,T56556,7.430626090384954
C5IP1S,T56556,6.6777807052660805
C91SBQ,T56556,8.522878745280337
CV3QD9,T56556,7.886056647693163
CI0KU2,T56556,7.657577319177793
C9HCB1,T56556,7.958607314841775
C5LFG0,T56556,8.154901959985743
CUP1D3,T56556,7.494850021680094
C1FM8R,T56556,8.397940008672037
CV2FL8,T56556,7.657577319177793
CVL5T7,T56556,7.102372908709558
CBL59T,T56556,8.096910013008056
CAU49L,T56556,8.397940008672037
C8UYC1,T56556,8.301029995663981
CX1NH9,T56556,7.853871964321762
C0W1LM,T56556,7.795880017344075
CLTE54,T56556,7.795880017344075
CC0H4S,T56556,7.086186147616283
C60QXZ,T56556,8.045757490560675
CM0SC5,T56556,6.853871964321762
CS14NG,T56556,8.397940008672037
CXS2E7,T56556,8.397940008672037
CN6QH5,T56556,7.070581074285707
COY89M,T56556,6.838631997765025
C5C0KF,T56556,5.812479279163537
C8MXN5,T56556,8.698970004336019
C7SH6Z,T56556,7.920818753952375
C9USZ1,T56556,8.397940008672037
C3H7QO,T56556,7.5376020021010435
CFN6T2,T56556,7.958607314841775
CB7KD0,T56556,8.698970004336019
CUB64Y,T56556,6.161150909262744
CK6YR0,T56556,7.709965388637482
C94HRD,T56556,6.238824186844268
CSYV28,T56556,7.721246399047171
CUD94F,T56556,7.200659450546419
C1L4NV,T56556,9.221848749616356
CC3GQ9,T56556,7.661543506395395
C21XAV,T56556,5.910094888560602
CQ7Y6U,T56556,7.318758762624412
C7LP2U,T56556,8.221848749616356
CJ3ET0,T56556,8.0
CHCB46,T56556,8.397940008672037
C9F8TW,T56556,7.316052869248488
CB5PZ6,T56556,7.147520006363144
CB9CF1,T56556,7.853871964321762
CL15OJ,T56556,8.0
C3C6SA,T56556,7.468521082957745
CVX17O,T56556,8.301029995663981
CYU1W6,T56556,7.958607314841775
CGWT84,T56556,8.397940008672037
CF8L7A,T56556,7.651695136951839
CM6Z4G,T56556,6.004803708402821
C3EX7W,T56556,7.286509456906058
C4G7LT,T56556,7.416801226031377
C26OWY,T56556,7.701146923590294
C10YDI,T56556,5.931814138253839
C13VFZ,T56556,8.193820026016112
CU1Z8M,T56556,5.856985199745905
C3KFN7,T56556,6.348721986001856
CFU24J,T56556,8.508638306165727
CGL02K,T56556,7.2441251443275085
CX3YR7,T56556,7.459670525209126
CN1V8K,T56556,8.130768280269024
CT02XU,T56556,7.853871964321762
CKZA78,T56556,6.97061622231479
C07OTB,T56556,7.598599459218456
C65JUT,T56556,7.962573502059376
C3UC5J,T56556,7.224025668870631
CKM79V,T56556,7.567030709125595
CF92IR,T56556,4.0
C3MZ1E,T56556,5.638272163982407
CVZ7D2,T56556,5.337242168318426
C0AFT8,T56556,8.619788758288394
C17AZU,T56556,5.292429823902063
CH6O3X,T56556,4.795880017344075
CV9TF6,T56556,8.657577319177793
C75VID,T56556,7.337242168318426
C4IS7E,T56556,5.346787486224656
CA1BD2,T56556,5.431798275933005
CS18PU,T56556,4.474955192963154
CN6ST7,T56556,8.958607314841775
C1V9YM,T56556,5.522878745280337
C86ZPR,T56556,5.0915149811213505
C8C7VA,T56556,4.0
C8TQ4G,T56556,7.8696662315049934
CTW8I2,T56556,5.42021640338319
C41JTR,T56556,5.251811972993799
C9BGT5,T56556,7.2564902352715706
C56AHP,T56556,8.455931955649724
C1HFX4,T56556,5.142667503568732
CUL2G4,T56556,6.0
C4IW9M,T56556,4.3872161432802645
CRC20Y,T56556,5.1938200260161125
CP9C0M,T56556,5.913640169325252
CHF7A6,T56556,7.075720713938118
COFC46,T56556,5.327902142064283
CP3U4C,T56556,4.337242168318426
CYG84N,T56556,5.022276394711152
CB1FI9,T56556,6.100726812682396
CGD47O,T56556,8.67778070526608
CVES34,T56556,5.638272163982407
CFN41J,T56556,5.2076083105017466
CLU37N,T56556,5.0915149811213505
CP93FH,T56556,5.167491087293763
C7JUC3,T56556,5.42021640338319
C0GVI7,T56556,5.7447274948966935
CDY82R,T56556,5.337242168318426
C53PGC,T56556,6.350665141287858
CWK3L0,T56556,4.958607314841775
CB8FC1,T56556,5.366531544420414
CP7A5R,T56556,5.4089353929735005
CIF4T8,T56556,8.55284196865778
CG9K4Y,T56556,4.0
CEZ7B1,T56556,8.187086643357144
CX6CM0,T56556,7.1938200260161125
C2Y9UG,T56556,5.638272163982407
C7JI4C,T56556,7.221848749616356
CG0H8N,T56556,5.481486060122113
CM2J5L,T56556,5.1938200260161125
C27XQN,T56556,8.142667503568731
CUNV65,T56556,7.749579997691106
CG6NC7,T56556,5.376750709602099
CS2B6P,T56556,7.013228265733755
CWM67C,T56556,5.6020599913279625
C6Z2XK,T56556,5.327902142064283
CAN76P,T56556,4.0
CO1LU7,T56556,7.512861624522814
CHT79A,T56556,5.229147988357856
CTV5K3,T56556,7.610833915635467
C03SJY,T56556,8.698970004336019
CO08ZV,T56556,5.267606240177032
CTXV81,T56556,8.619788758288394
D0E5IP,T56556,6.723538195826756
CN8XM2,T58130,8.09151498112135
CLS96Y,T58130,7.079981083971085
COZF72,T58130,8.569924944448061
C7QRT8,T58130,8.42021640338319
CV86RF,T58130,8.309981219211306
CET63X,T58130,8.481486060122112
C57TYK,T58130,8.42021640338319
CSN3I7,T58130,8.619788758288394
CPT5S2,T58130,8.349984047528162
CKC4U7,T58130,8.309981219211306
C5P1CQ,T58130,8.460046158343603
D0X0UR,T58130,6.2441251443275085
CU8I1N,T49031,8.0
C5IX8L,T49031,6.478861916295964
D0R0FE,T00926,5.71556926615548
D0G7UX,T00926,5.769551078621726
C52MFS,T00926,4.376750709602099
CA3NK8,T00926,5.292429823902063
CR67FB,T00926,4.0
CN8ZL4,T00926,4.346787486224656
COI2C9,T00926,4.008773924307505
CTF2J0,T00926,4.0
C7D1QN,T00926,4.0
C1A0FV,T00926,5.008773924307505
CPHR19,T00926,4.0
CJMT13,T00926,4.0
C8VZ9T,T00926,4.0
C81ZSW,T00926,4.070581074285707
CK5L6J,T00926,4.1938200260161125
CEG64W,T00926,5.552841968657781
CE6X4R,T00926,4.308918507877031
CY73KI,T00926,5.7447274948966935
CE1U9A,T00926,4.0
CG1CU7,T00926,4.0
CS4D6C,T00926,4.82102305270683
C4D7RX,T00926,4.576754126063192
C6UJA5,T00926,4.0
CJ9Z4M,T00926,4.142667503568732
CMVW98,T00926,6.137868620686963
C3ESV6,T00926,5.552841968657781
C60EJI,T00926,5.031517051446065
C6O2ZR,T00926,5.568636235841013
C9BNA1,T00926,7.136677139879544
C89BQU,T00926,6.376750709602099
CLV54W,T00926,6.6020599913279625
C8A7CS,T00926,6.1938200260161125
CM8O3W,T00926,4.0
C45VCM,T00926,4.6777807052660805
CG61YX,T00926,4.0
CI9VZ6,T00926,4.0
C80EVI,T00926,4.0
CX2EU1,T00926,4.886056647693163
CON7Q5,T00926,4.337242168318426
C53NLD,T00926,5.118615343229427
CWO79T,T00926,4.920818753952375
CUFI19,T00926,5.060480747381382
C43WPR,T00926,5.096910013008056
C2QX3P,T00926,4.200659450546418
CBWT20,T00926,4.866461091629782
CHR49C,T00926,4.0
CZXN91,T00926,4.066512712151295
C7ZS6E,T00926,4.530177984021837
CJXP74,T00926,4.0
CA2N0L,T00926,4.497572880015567
C0QGU2,T00926,4.478861916295964
CV9QS7,T00926,4.0
C7JIG6,T00926,4.0
C1EY6B,T00926,4.8326826652518236
C4LPZ3,T00926,5.494850021680094
C60ZQJ,T00926,5.055517327849832
CGV8F5,T00926,4.0
CO9ZJ3,T00926,4.0
C0E6OM,T00926,4.0
C3T8ZF,T00926,4.0
CFN89Y,T00926,4.0
C42SMF,T00926,4.0
C98LPJ,T00926,4.0
CG8DU1,T00926,4.0
C0Z3PN,T00926,4.0
CV5Z9M,T00926,4.0
C1IZT7,T00926,4.0
COV12T,T00926,4.0
C3Y4FW,T00926,4.0
CLF3I8,T00926,4.0
CN6Q3L,T00926,6.94692155651658
CQCF98,T00926,6.82102305270683
C1PR7Z,T00926,6.853871964321762
CA7K8Z,T00926,6.663540266151471
CD9KH7,T00926,6.6020599913279625
CWR2L5,T00926,6.657577319177793
C4ODQ2,T00926,6.371611069949688
C7T0UM,T00926,6.0
CUL9E2,T00926,6.622875957653544
CNW68B,T00926,6.209926051573695
CCZ9B3,T00926,6.638272163982407
CRB93S,T00926,6.5204246898250116
CG71EX,T00926,6.756961951313706
C4ZOX6,T00926,6.173925197299173
C0ZQO6,T00926,6.767003889607846
C4U5CZ,T00926,6.681936665037238
CW17YB,T00926,6.565431095965801
C0VD4P,T00926,6.943095148663527
CZT7B9,T00926,6.8696662315049934
CH70XJ,T00926,6.714442690992226
C6MRA2,T00926,7.060480747381382
C1JH4L,T00926,6.613857891069181
CN1RD8,T00926,6.47716468633947
C2YB6Q,T00926,6.863279432843593
CSK8X6,T00926,6.632085261206248
CENX80,T00926,6.987162775294828
CY46QV,T00926,6.763714722551971
CQL7T6,T00926,7.00436480540245
CENR59,T00926,6.580044251510242
CVZG56,T00926,7.107905397309519
CT43OU,T00926,6.8735438865681955
C3FB6Q,T00926,6.6595558851598815
C4S9WG,T00926,6.187086643357144
CCE95J,T00926,6.735182176990463
C9SBA1,T00926,6.607830850510264
CSI51G,T00926,6.647817481888637
CGB2P5,T00926,6.558619115083489
CTY1H5,T00926,6.809668301829708
CHGX10,T00926,6.533577277566208
CB1FR2,T00926,6.354872600741609
C43AXK,T00926,6.1249387366083
C70LJV,T00926,6.0
CFU4W2,T00926,6.119186407719209
CVB23M,T00926,6.610833915635467
CX1W9Z,T00926,6.782516055786093
C7XG4U,T00926,6.022276394711152
C7W1TP,T00926,6.323306390375134
CAX9S0,T00926,6.339608901597533
COB3Z9,T00926,6.7447274948966935
C6BW0Q,T00926,6.861066059743076
CUHC90,T00926,4.924453038607469
C05JQB,T00926,5.154901959985743
C41EMT,T00926,5.4089353929735005
CA1VH0,T00926,4.906578314837765
C4NX2Q,T00926,5.180456064458132
C0NW8T,T00926,5.2839966563652006
C8BRG2,T00926,5.958607314841775
C0H9DF,T00926,4.638272163982407
C86WSC,T00926,6.5934598195660445
C9E0BT,T00926,6.8696662315049934
C9YPJ7,T00926,6.2373214362725635
C0OQ9P,T00926,4.382999658879101
C3VRT8,T00926,5.2839966563652006
C4Z2DS,T00926,5.0
CCE46L,T00926,6.0
C6ZK3C,T00926,4.0
C1EB8Q,T00926,4.0
CF8L7A,T00926,6.525783735923745
C3EX7W,T00926,6.769551078621726
C4G7LT,T00926,7.022276394711152
C26OWY,T00926,6.806875401645539
C13VFZ,T00926,7.275724130399211
C4A1LN,T00926,4.42021640338319
CI38SJ,T00926,4.539102157243452
CFU24J,T00926,6.987162775294828
CGL02K,T00926,6.688246138944246
CX3YR7,T00926,6.698970004336019
CZRB08,T00926,4.207608310501746
CN1V8K,T00926,6.681936665037238
CT02XU,T00926,6.91721462968355
C07OTB,T00926,6.954677021213342
C65JUT,T00926,6.0
C3UC5J,T00926,6.683400697906139
CKM79V,T00926,6.807432546663454
C0AFT8,T00926,6.0
CH6O3X,T00926,5.294136287716081
CV9TF6,T00926,6.0
C4IS7E,T00926,5.657577319177793
CA1BD2,T00926,4.896196279044043
CS18PU,T00926,5.251811972993799
CN6ST7,T00926,6.0
C86ZPR,T00926,5.356547323513812
C8TQ4G,T00926,6.0
C9BGT5,T00926,6.0
C56AHP,T00926,6.741362717275924
CUL2G4,T00926,6.0
C4IW9M,T00926,5.236572006437063
CHF7A6,T00926,6.0
CYG84N,T00926,5.136677139879544
CGD47O,T00926,6.0
CVES34,T00926,5.721246399047171
CLU37N,T00926,5.522878745280337
C7JUC3,T00926,5.346787486224656
CB8FC1,T00926,5.455931955649724
CIF4T8,T00926,6.0
CEZ7B1,T00926,6.863279432843593
CX6CM0,T00926,6.275724130399211
C7JI4C,T00926,6.458046525541763
C27XQN,T00926,6.673664139071248
CUNV65,T00926,6.0
CG6NC7,T00926,4.995678626217358
CWM67C,T00926,5.552841968657781
C6Z2XK,T00926,5.431798275933005
CO1LU7,T00926,6.0
C7KFG6,T00926,5.4089353929735005
CTV5K3,T00926,6.0
C03SJY,T00926,6.856048883576037
CTXV81,T00926,6.0
D03GFC,T17967,7.096910013008056
C19DIZ,T17967,5.2839966563652006
CI5FC0,T17967,5.42021640338319
CG7X9S,T17967,5.958607314841775
CELO13,T17967,6.341035157335565
D00KHM,T50269,5.769551078621726
D01AZG,T50269,6.494850021680094
D03YGR,T50269,6.494850021680094
D09GDD,T50269,5.7447274948966935
D0A9YA,T50269,6.481486060122113
D0GQ7K,T50269,5.6020599913279625
D0JC9N,T50269,5.886056647693163
D0K5WS,T50269,6.3979400086720375
D0M8AB,T50269,4.026872146400302
D0N6RF,T50269,5.494850021680094
D0P1FO,T50269,5.886056647693163
D0U5FS,T50269,5.920818753952375
D0Z5IU,T50269,6.42021640338319
D0Y2HR,T50269,5.376750709602099
C3O9AG,T50269,4.900000142057633
C9H1CE,T50269,6.229147988357856
CFW2V1,T50269,11.920818753952375
CHM30C,T50269,10.221848749616356
C3HMN2,T50269,9.366531544420413
C8DSH5,T50269,12.795880017344075
CKDM68,T50269,7.494850021680094
CPV2O3,T50269,6.485452247339714
D02CII,T67710,10.698970004336019
D03NHS,T67710,5.3872161432802645
CC9G1A,T67710,8.102372908709558
CS9AC3,T67710,8.356547323513812
C02OVQ,T67710,8.259637310505756
CC1OX8,T67710,8.040958607678906
CN6WS7,T67710,7.494850021680094
CH14QN,T67710,7.886056647693163
CJR45V,T67710,10.221848749616356
CXSB17,T67710,9.823908740944319
CQS1U6,T67710,5.0
C5XME6,T67710,3.0
C09VXY,T67710,5.950007143079858
CPX2V6,T67710,9.698970004336019
CU3J0E,T67710,8.619788758288394
C24IPZ,T67710,10.154901959985743
C6Y8QI,T67710,3.0
CM8BP9,T67710,4.585026652029182
C6IP4J,T67710,4.494850021680094
CVCF27,T67710,4.481486060122113
CAX82O,T67710,4.920818753952375
C6CM8L,T67710,5.443697499232713
C4WM1Z,T67710,7.721246399047171
C9XVZ4,T67710,9.292429823902063
CHV35B,T67710,9.585026652029182
CWA3V8,T67710,8.950781977329818
CIN0J6,T67710,10.096910013008056
CB64NJ,T67710,9.823908740944319
CP59IE,T67710,9.292429823902063
C7KQ9X,T67710,9.537602002101044
C6ZXO0,T67710,8.522878745280337
CLW1R3,T67710,7.83654044823001
CUZP78,T67710,9.886056647693163
C7O9IM,T67710,7.728390698621168
C05BRV,T67710,9.2839966563652
CT9B3U,T67710,9.468521082957745
C1O3FE,T67710,9.397940008672037
CSY1M3,T67710,9.853871964321762
C93LST,T67710,8.302770657240282
C3V6MW,T67710,9.920818753952375
C12BTY,T67710,9.468521082957745
CDR83Q,T67710,8.744727494896694
CQIU59,T67710,9.148741651280925
C71AOQ,T67710,7.938924676370208
C89VPB,T67710,9.744727494896694
C4A9EI,T67710,8.011441043121385
CL41NK,T67710,9.443697499232712
CV6G8Y,T67710,8.735182176990463
CRNM53,T67710,6.777283528852417
C79QHV,T67710,9.356547323513812
CN6V0J,T67710,9.080921907623926
CE0J2B,T67710,9.102372908709558
CQ8J3B,T67710,9.494850021680094
C5Q7KC,T67710,9.187086643357144
C38QDU,T67710,8.384049948343598
C5PM6C,T67710,9.318758762624412
CE5MN9,T67710,10.221848749616356
C3BK4S,T67710,8.586700235918748
C0ZJN1,T67710,9.769551078621726
C4TH5F,T67710,8.007004901568658
C8WFK3,T67710,9.568636235841012
CDXQ89,T67710,4.173925197299174
C60ZAH,T67710,4.301029995663981
C9MJG6,T67710,3.0
CL3X2U,T67710,5.337242168318426
CAE4T8,T67710,5.443697499232713
CKW9P0,T67710,8.602059991327963
CHM51V,T67710,5.275724130399211
CQ7ZP6,T67710,5.337242168318426
C65GPR,T67710,4.0
C4DQ3V,T67710,4.0
D0T8GD,T04689,3.744727494896694
D09ADT,T04689,3.3861581781239307
C74CBS,T04689,4.468521082957745
CLWT60,T04689,4.0
CY7F5O,T04689,3.0
CU3D9N,T04689,4.70000006855703
C80LAH,T23673,6.698970004336019
C9KN1H,T23673,7.2839966563652006
C6RZ7J,T23673,7.698970004336019
CXZ6M2,T23673,7.119186407719209
C7QD9P,T23673,7.096910013008056
CA2E5S,T23673,8.096910013008056
CX1NV3,T23673,5.402304814074488
CQ40CN,T23673,8.301029995663981
C5XEY9,T23673,7.1938200260161125
C8E9JO,T23673,7.568636235841013
CSR81B,T23673,7.6777807052660805
CA2C3D,T23673,6.698970004336019
C3F8ZD,T23673,6.154901959985743
C4K3AC,T48598,5.972650392225243
C3MSB4,T48598,5.0
D0J3SU,T20600,5.301029995663981
CVX4M6,T20600,5.301029995663981
C03KPR,T20600,5.301029995663981
CTI80F,T20600,5.301029995663981
C2GI4J,T20600,5.301029995663981
CQ2GM9,T20600,5.301029995663981
C4GFV6,T20600,5.301029995663981
