DRUGID,TARGETID,VALUE
103904194,NTRK1,5.7
103904194,SGK,5.1
103904194,PRKCN,5.6
103904194,CLK4,6.5
103904194,IRAK4,5.3
103904194,DYRK1A,6.3
103904194,STK3,6.2
103904194,PRKD2,5.5
103904194,SLK,5.8
103904194,NEK2,5.2
103904194,CDC2,5.5
103904194,FLT3,6.4
103904194,MARK2,5.9
103904194,AXL,6.4
103904194,CDK5,5.3
103904194,STK17A,5.6
103904194,ABL1,6.6
103904194,SRC,6.5
103904194,NEK4,6.0
103904194,PTK6,5.7
103904195,CLK2,7.4
103904195,CSF1R,6.4
103904195,LCK,6.1
103904195,MAPK9,6.3
103904195,PRKAA1,6.9
103904195,PRKX,6.3
103904195,STK6,6.5
103904195,INSR,5.8
103904195,MELK,6.4
103904195,CAMK2G,7.3
103904195,CDC42BPA,6.1
103904195,PHKG2,6.7
103904195,PKN2,6.6
103904195,SRPK1,6.1
103904195,FES,6.3
103904195,FLT4,6.6
103904195,PRKCZ,5.1
103904195,TOPK,5.4
103904195,KDR,6.7
103904195,PAK4,6.2
103904195,CDC7,6.2
103904195,GSK3A,7.1
103904195,GSK3B,6.8
103904195,ROCK1,6.9
103904195,CAMK2D,7.2
103904195,CSNK1G2,5.4
103904195,KIAA1811,5.9
103904195,FRK,6.8
103904195,CSNK1D,5.7
103904195,FLT1,6.9
103904195,JAK3,6.9
103904195,NTRK2,5.8
103904195,TAO1,6.2
103904195,ROCK2,7.2
103904195,RPS6KA5,5.9
103904195,CAMK2B,6.4
103904195,BLK,5.9
103904195,LYN,6.3
103904195,CHEK1,5.5
103904195,FYN,6.4
103904195,RPS6KA3,6.0
103904195,PDPK1,6.2
103904195,STK22D,7.1
103904195,DYRK4,6.6
103904195,FGFR1,6.0
103904195,NTRK3,7.7
103904195,EGFR,6.4
103904195,MARK3,7.0
103904195,DYRK3,5.6
103904195,FER,7.0
103904195,NTRK1,6.7
103904195,SGK,6.9
103904195,MAPK1,5.7
103904195,RPS6KB1,5.9
103904195,PRKCN,7.2
103904195,CLK4,7.8
103904195,PIM1,5.7
103904195,CDK2,6.5
103904195,DYRK1A,7.6
103904195,STK3,7.1
103904195,PRKD2,7.1
103904195,SLK,7.5
103904195,CHEK2,6.4
103904195,NEK2,6.0
103904195,CDC2,7.2
103904195,MAPK8,6.4
103904195,FLT3,7.5
103904195,MARK2,7.1
103904195,CSNK2A1,6.3
103904195,FGFR3,6.7
103904195,AXL,7.4
103904195,LIMK1,6.3
103904195,STK12,6.5
103904195,ROS1,6.1
103904195,SYK,7.1
103904195,CDK5,7.2
103904195,STK17A,6.4
103904195,ABL1,7.3
103904195,CSNK1G1,5.4
103904195,ITK,6.8
103904195,PLK4,6.6
103904195,PLK3,5.3
103904195,PTK2B,6.3
103904195,MAPK13,5.4
103904195,PIM3,6.4
103904196,CLK2,5.8
103904196,CSF1R,6.5
103904196,LCK,7.9
103904196,MAPK9,6.2
103904196,PRKAA1,5.9
103904196,MELK,6.2
103904196,CAMK2G,6.3
103904196,CDC42BPA,6.0
103904196,PKN2,6.2
103904196,PRKCG,5.1
103904196,SRPK1,5.6
103904196,FES,5.9
103904196,FLT4,5.3
103904196,KDR,5.6
103904196,MAP4K5,6.2
103904196,ALK,6.0
103904196,GSK3A,6.0
103904196,GSK3B,6.3
103904196,ROCK1,6.1
103904196,CAMK2D,6.2
103904196,CSNK1G2,5.3
103904196,KIAA1811,5.3
103904196,FRK,8.5
103904196,NTRK2,5.6
103904196,TAO1,5.3
103904196,CSNK1G3,5.2
103904196,MKNK2,6.1
103904196,CAMK2B,6.0
103904196,MAP4K2,6.7
103904196,BLK,7.2
103904196,MINK,6.4
103904196,LYN,7.5
103904196,FYN,8.5
103904196,RPS6KA3,5.8
103904196,STK22D,6.0
103904196,FGFR1,5.4
103904196,NTRK3,7.5
103904196,EGFR,6.6
103904196,MARK3,6.1
103904196,HIPK2,5.8
103904196,DYRK3,5.5
103904196,FER,6.3
103904196,MAPKAPK3,5.4
103904196,BTK,6.9
103904196,CSNK1A1,5.4
103904196,MAP4K4,7.3
103904196,NTRK1,6.3
103904196,PLK1,5.7
103904196,SGK,6.2
103904196,PRKCN,6.0
103904196,CLK4,6.4
103904196,PIM1,5.3
103904196,CDK2,5.4
103904196,IRAK4,5.9
103904196,PRKD2,6.2
103904196,SLK,6.1
103904196,CDC2,5.4
103904196,FLT3,7.2
103904196,ZAK,6.4
103904196,MARK2,6.3
103904196,CSNK2A1,5.9
103904196,HIPK4,5.3
103904196,AXL,6.6
103904196,STK12,5.7
103904196,ROS1,5.8
103904196,SYK,6.1
103904196,STK17A,5.9
103904196,TYRO3,6.2
103904196,ABL1,8.0
103904196,SRC,7.8
103904196,KIT,6.2
103904196,CSNK1G1,5.3
103904196,NEK4,5.9
103904196,PLK3,6.2
103904196,SRMS,6.9
103904196,PTK6,7.1
103904196,IRAK1,5.7
103904196,AKT2,5.1
103904197,MAPK9,5.5
103904197,PRKACA,6.6
103904197,INSR,5.5
103904197,MELK,6.5
103904197,CAMK2G,6.3
103904197,CDC42BPA,6.9
103904197,PKN2,6.6
103904197,PRKCG,6.0
103904197,SRPK1,6.1
103904197,FLT4,6.6
103904197,DAPK3,6.3
103904197,DYRK1B,8.1
103904197,KDR,5.6
103904197,CDC7,9.3
103904197,GSK3A,6.1
103904197,ROCK1,7.8
103904197,CSNK1G2,7.4
103904197,CSNK1D,7.2
103904197,MAPK12,5.6
103904197,CAMK2A,5.5
103904197,FLT1,6.4
103904197,NTRK2,5.7
103904197,ROCK2,6.9
103904197,CSNK1G3,7.5
103904197,MKNK2,7.1
103904197,CAMK2B,5.8
103904197,MINK,8.1
103904197,CHEK1,5.4
103904197,DYRK4,6.3
103904197,NTRK3,6.8
103904197,MARK3,6.8
103904197,HIPK2,7.0
103904197,DYRK3,8.1
103904197,FER,6.4
103904197,CSNK1A1,5.8
103904197,MAP4K4,6.9
103904197,NTRK1,5.7
103904197,PLK1,6.3
103904197,SGK,6.1
103904197,MAPK1,6.4
103904197,RPS6KB1,5.6
103904197,MAP2K1,6.7
103904197,CDK2,6.7
103904197,IRAK4,6.8
103904197,DYRK1A,7.7
103904197,PRKD2,6.7
103904197,SLK,5.2
103904197,PRKG1,6.1
103904197,CDC2,7.5
103904197,CDK8,8.4
103904197,CSNK2A1,6.4
103904197,HIPK4,5.9
103904197,CDK5,6.9
103904197,STK17A,6.0
103904197,CSNK1G1,6.9
103904197,ITK,5.9
103904197,IRAK1,7.3
103904197,MAPK13,5.9
103904198,CLK2,4.9
103904198,CSF1R,5.0
103904198,MAP2K2,5.1
103904198,PRKAA1,4.3
103904198,PRKACA,6.8
103904198,PRKX,4.4
103904198,DAPK3,5.0
103904198,DYRK1B,5.4
103904198,JAK2,4.7
103904198,KDR,6.7
103904198,MST1R,5.5
103904198,PAK4,4.1
103904198,ALK,5.1
103904198,CDK9,6.4
103904198,GPRK5,5.2
103904198,ROCK1,6.6
103904198,CAMK2A,5.0
103904198,FLT1,4.3
103904198,JAK3,4.7
103904198,NTRK2,4.3
103904198,MAP4K2,5.0
103904198,RPS6KA3,5.2
103904198,FGFR1,4.6
103904198,NTRK3,4.0
103904198,CSNK1A1,4.9
103904198,MAP4K4,5.4
103904198,IGF1R,4.4
103904198,PRKCN,4.6
103904198,CLK4,6.5
103904198,CDK7,4.6
103904198,LTK,5.4
103904198,MAP2K1,6.2
103904198,PRKCQ,5.3
103904198,DYRK1A,5.3
103904198,CDK8,5.9
103904198,MAPK8,5.0
103904198,STK12,5.2
103904198,LRRK2,6.0
103904198,CDK5,5.6
103904198,TYRO3,4.8
103904198,PTK2,5.2
103904198,RET,5.0
103904198,ACVR1,4.7
103904199,CLK2,7.4
103904199,CSF1R,6.3
103904199,LCK,5.3
103904199,MAP2K2,6.5
103904199,PRKAA1,7.1
103904199,PRKACA,7.6
103904199,PRKX,7.6
103904199,MELK,8.5
103904199,PKN2,8.0
103904199,DAPK3,7.2
103904199,DYRK1B,7.6
103904199,JAK2,5.9
103904199,KDR,5.9
103904199,MST1R,7.1
103904199,PAK4,7.3
103904199,CDC7,9.5
103904199,MAP4K5,6.8
103904199,ALK,5.8
103904199,CDK9,8.3
103904199,GPRK5,6.2
103904199,GSK3A,6.1
103904199,GSK3B,5.8
103904199,ROCK1,8.9
103904199,CAMK2D,5.9
103904199,CAMK2A,6.4
103904199,JAK3,5.8
103904199,NTRK2,5.8
103904199,ROCK2,8.6
103904199,MAP4K2,6.5
103904199,MINK,7.5
103904199,RPS6KA3,7.2
103904199,NTRK3,5.7
103904199,HIPK2,7.2
103904199,CSNK1A1,6.6
103904199,MAP4K4,7.4
103904199,PRKCN,7.8
103904199,CLK4,8.6
103904199,CDK7,7.0
103904199,LTK,6.3
103904199,MAP2K1,6.7
103904199,PIM1,6.6
103904199,PRKCQ,8.1
103904199,TBK1,5.7
103904199,CDK2,7.6
103904199,DYRK1A,7.4
103904199,STK3,7.1
103904199,CDK8,7.8
103904199,MAPK8,6.0
103904199,FLT3,5.8
103904199,STK12,6.1
103904199,LRRK2,7.8
103904199,CDK5,8.0
103904199,STK17A,6.9
103904199,PDGFRB,6.0
103904199,RET,5.6
103904199,ACVR1,5.6
103904199,IKBKE,5.6
103904201,CSF1R,6.7
103904201,PRKACA,7.2
103904201,INSR,5.7
103904201,JAK2,7.2
103904201,KDR,6.5
103904201,CDC7,8.5
103904201,GSK3B,8.1
103904201,AKT3,6.1
103904201,JAK3,7.5
103904201,ROCK2,8.4
103904201,CHEK1,6.8
103904201,FGFR1,6.1
103904201,EGFR,6.2
103904201,HIPK2,7.0
103904201,PLK1,5.8
103904201,CLK4,8.3
103904201,PIM1,7.0
103904201,TYK2,7.0
103904201,CDK2,7.8
103904201,IRAK4,6.2
103904201,FLT3,6.6
103904201,RET,6.5
103904201,MET,5.7
103904201,KIT,6.0
103904201,PLK4,6.3
103904201,PTK6,6.1
103904201,AKT2,5.5
103904201,AKT1,6.0
103904201,PIM3,6.6
103904202,CLK2,7.4
103904202,PRKAA1,6.1
103904202,PRKACA,7.6
103904202,PRKX,7.5
103904202,PIM2,6.0
103904202,MELK,7.0
103904202,CAMK2G,7.1
103904202,CDC42BPA,7.2
103904202,PHKG2,6.8
103904202,PKN2,6.6
103904202,PRKCD,6.7
103904202,PRKCG,6.6
103904202,PAK1,5.5
103904202,SRPK1,5.9
103904202,FES,5.9
103904202,PRKCZ,7.1
103904202,TOPK,6.2
103904202,DAPK3,7.4
103904202,JAK2,6.1
103904202,KDR,5.1
103904202,PAK4,7.0
103904202,CDC7,8.0
103904202,MAP4K5,6.6
103904202,CDK9,7.5
103904202,GSK3A,6.8
103904202,GSK3B,6.7
103904202,ROCK1,8.3
103904202,AKT3,6.3
103904202,CAMK2D,7.4
103904202,CSNK1G2,6.4
103904202,KIAA1811,5.3
103904202,FRK,5.8
103904202,CSNK1D,6.1
103904202,MAPK12,6.3
103904202,JAK3,5.9
103904202,TAO1,5.4
103904202,CSNK1G3,6.6
103904202,MKNK2,6.9
103904202,CAMK2B,6.5
103904202,MAP4K2,7.1
103904202,MINK,6.9
103904202,DCAMKL1,5.5
103904202,CHEK1,5.9
103904202,RPS6KA3,7.0
103904202,PDPK1,6.5
103904202,STK22D,7.8
103904202,DYRK4,6.8
103904202,NTRK3,6.8
103904202,MARK3,6.8
103904202,HIPK2,7.6
103904202,DYRK3,6.9
103904202,FER,5.8
103904202,CSNK1A1,6.0
103904202,MAP4K4,7.5
103904202,NTRK1,6.2
103904202,SGK,5.8
103904202,MAPK1,6.3
103904202,RPS6KB1,6.3
103904202,PRKCN,7.1
103904202,CLK4,8.2
103904202,CDK7,8.2
103904202,PIM1,6.3
103904202,CDK2,7.9
103904202,IRAK4,8.3
103904202,DYRK1A,8.1
103904202,STK3,6.6
103904202,PRKD2,6.3
103904202,SLK,6.5
103904202,PRKG2,5.9
103904202,PRKCI,6.7
103904202,PRKG1,6.8
103904202,CDC2,6.8
103904202,FLT3,6.5
103904202,HIPK4,5.8
103904202,STK12,5.9
103904202,CDK5,7.3
103904202,STK17A,6.1
103904202,RET,6.6
103904202,CSNK1G1,6.5
103904202,NEK4,5.5
103904202,PLK4,5.5
103904202,IRAK1,7.4
103904202,MAPK13,6.4
103904202,AKT2,5.8
103904202,AKT1,6.2
103904202,PIM3,6.3
103904202,STK22B,7.0
103904203,CLK2,8.3
103904203,CSF1R,7.0
103904203,LCK,6.6
103904203,MAPK9,6.9
103904203,PRKAA1,6.9
103904203,PRKACA,7.3
103904203,PRKX,8.2
103904203,INSR,6.3
103904203,PIM2,6.3
103904203,MELK,6.9
103904203,CAMK2G,8.4
103904203,PHKG2,7.0
103904203,PRKCD,8.5
103904203,PRKCG,6.8
103904203,PAK1,5.1
103904203,SRPK1,6.0
103904203,PRKCZ,7.6
103904203,TOPK,6.2
103904203,DAPK3,6.8
103904203,JAK2,6.6
103904203,PAK4,6.5
103904203,CDC7,8.3
103904203,MAP4K5,7.6
103904203,GSK3A,6.8
103904203,GSK3B,6.7
103904203,AKT3,6.2
103904203,CSNK1G2,6.8
103904203,KIAA1811,5.3
103904203,FRK,6.3
103904203,CSNK1D,7.6
103904203,MAPK12,6.1
103904203,JAK3,6.4
103904203,TAO1,6.5
103904203,CSNK1G3,7.3
103904203,MKNK2,6.6
103904203,CAMK2B,7.1
103904203,MAP4K2,7.3
103904203,MINK,6.6
103904203,DCAMKL1,6.0
103904203,CHEK1,5.7
103904203,RPS6KA3,8.3
103904203,PDPK1,5.9
103904203,STK22D,7.2
103904203,DYRK4,5.8
103904203,FGFR1,5.4
103904203,NTRK3,7.0
103904203,MARK3,7.3
103904203,HIPK2,7.8
103904203,DYRK3,7.2
103904203,FER,6.0
103904203,CSNK1A1,7.3
103904203,MAP4K4,7.2
103904203,NTRK1,6.4
103904203,SGK,7.3
103904203,MAPK1,5.8
103904203,RPS6KB1,6.3
103904203,PRKCN,8.2
103904203,CDK7,8.4
103904203,PIM1,6.6
103904203,TYK2,6.1
103904203,IRAK4,7.3
103904203,DYRK1A,8.5
103904203,STK3,7.4
103904203,PRKD2,7.6
103904203,SLK,6.4
103904203,PRKG2,6.4
103904203,PRKCI,7.5
103904203,PRKG1,7.0
103904203,CDC2,8.2
103904203,MAPK8,7.0
103904203,FLT3,7.2
103904203,CSNK2A1,5.6
103904203,HIPK4,5.6
103904203,STK12,5.7
103904203,MAPKAPK2,6.1
103904203,STK17A,7.5
103904203,CSNK1G1,7.0
103904203,ITK,6.2
103904203,NEK4,5.7
103904203,IRAK1,6.9
103904203,MAPK13,6.0
103904203,AKT2,5.4
103904203,AKT1,5.9
103904203,PIM3,6.7
103904203,STK22B,6.1
103904204,MAPK9,5.5
103904204,PRKACA,6.4
103904204,PRKX,6.3
103904204,MELK,6.5
103904204,CAMK2G,5.8
103904204,CDC42BPA,7.4
103904204,PKN2,6.9
103904204,PRKCD,6.5
103904204,PRKCG,6.3
103904204,PAK1,5.8
103904204,FLT4,6.0
103904204,PRKCZ,5.9
103904204,TOPK,5.2
103904204,DAPK3,5.6
103904204,DYRK1B,6.3
103904204,MST1R,6.1
103904204,PAK4,6.1
103904204,CDC7,8.7
103904204,MAP4K5,5.9
103904204,GSK3A,5.9
103904204,GSK3B,5.9
103904204,CSNK1G2,5.9
103904204,KIAA1811,5.7
103904204,CSNK1D,5.9
103904204,MAPK12,5.4
103904204,CSNK1G3,5.7
103904204,MKNK2,5.9
103904204,CAMK2B,5.5
103904204,MAP4K2,6.4
103904204,BLK,6.4
103904204,MINK,8.2
103904204,LYN,6.2
103904204,CHEK1,6.0
103904204,RPS6KA3,6.0
103904204,PDPK1,7.1
103904204,STK22D,6.6
103904204,DYRK4,5.9
103904204,NTRK3,6.7
103904204,EGFR,6.1
103904204,MARK3,6.1
103904204,HIPK2,6.2
103904204,DYRK3,7.0
103904204,FER,6.4
103904204,PLK1,6.3
103904204,SGK,6.1
103904204,MAPK1,5.1
103904204,RPS6KB1,6.3
103904204,CLK4,6.8
103904204,MAP2K1,6.6
103904204,TYK2,5.8
103904204,IRAK4,5.9
103904204,DYRK1A,6.2
103904204,STK3,6.0
103904204,PRKD2,5.8
103904204,SLK,6.3
103904204,CHEK2,6.5
103904204,PRKCI,6.0
103904204,PRKG1,6.3
103904204,NEK2,5.2
103904204,CDC2,5.5
103904204,CDK8,5.5
103904204,MAPK8,5.6
103904204,CSNK2A1,6.6
103904204,HIPK4,5.9
103904204,STK12,6.0
103904204,LRRK2,5.6
103904204,ROS1,6.7
103904204,MAPKAPK2,5.6
103904204,SYK,6.5
103904204,CSNK1G1,5.6
103904204,NEK4,5.6
103904204,PLK3,5.4
103904204,IRAK1,5.6
103904204,MAPK13,5.7
103904204,AKT2,5.3
103904204,AKT1,5.7
103904204,PIM3,5.2
103904205,CSF1R,7.0
103904205,PRKACA,7.3
103904205,INSR,6.8
103904205,JAK2,6.9
103904205,KDR,6.2
103904205,CDC7,9.0
103904205,ALK,6.0
103904205,GSK3B,7.5
103904205,AKT3,5.6
103904205,FLT1,6.4
